Freguesia,Partido,Percentagem,Percentagem de Votos Válidos,Votos,Concelho,Distrito,Região
Roriz,MPT,0.15,0.16,3,Barcelos,Braga,Norte
Roriz,NC,0.1,0.11,2,Barcelos,Braga,Norte
Roriz,PPM,0.1,0.11,2,Barcelos,Braga,Norte
Roriz,MAS,0.05,0.05,1,Barcelos,Braga,Norte
Negrelos (São Tomé),PS,46.61,48.43,970,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PPD/PSD,24.7,25.66,514,Santo Tirso,Porto,Norte
Negrelos (São Tomé),B.E.,9.56,9.94,199,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PCP-PEV,4.23,4.39,88,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PAN,3.17,3.3,66,Santo Tirso,Porto,Norte
Negrelos (São Tomé),CDS-PP,2.88,3.0,60,Santo Tirso,Porto,Norte
Negrelos (São Tomé),R.I.R.,0.96,1.0,20,Santo Tirso,Porto,Norte
Negrelos (São Tomé),IL,0.72,0.75,15,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PCTP/MRPP,0.72,0.75,15,Santo Tirso,Porto,Norte
Negrelos (São Tomé),CH,0.48,0.5,10,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PDR,0.48,0.5,10,Santo Tirso,Porto,Norte
Negrelos (São Tomé),L,0.38,0.4,8,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PURP,0.29,0.3,6,Santo Tirso,Porto,Norte
Negrelos (São Tomé),JPP,0.19,0.2,4,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PPM,0.19,0.2,4,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PTP,0.19,0.2,4,Santo Tirso,Porto,Norte
Negrelos (São Tomé),PNR,0.14,0.15,3,Santo Tirso,Porto,Norte
Negrelos (São Tomé),A,0.1,0.1,2,Santo Tirso,Porto,Norte
Negrelos (São Tomé),MPT,0.1,0.1,2,Santo Tirso,Porto,Norte
Negrelos (São Tomé),NC,0.1,0.1,2,Santo Tirso,Porto,Norte
Negrelos (São Tomé),MAS,0.05,0.05,1,Santo Tirso,Porto,Norte
Vilarinho,PS,47.17,49.3,910,Santo Tirso,Porto,Norte
Vilarinho,PPD/PSD,18.61,19.45,359,Santo Tirso,Porto,Norte
Vilarinho,B.E.,10.26,10.73,198,Santo Tirso,Porto,Norte
Vilarinho,PCP-PEV,10.21,10.67,197,Santo Tirso,Porto,Norte
Vilarinho,PAN,2.64,2.76,51,Santo Tirso,Porto,Norte
Vilarinho,CDS-PP,1.92,2.0,37,Santo Tirso,Porto,Norte
Vilarinho,PCTP/MRPP,1.04,1.08,20,Santo Tirso,Porto,Norte
Vilarinho,CH,0.62,0.65,12,Santo Tirso,Porto,Norte
Vilarinho,L,0.62,0.65,12,Santo Tirso,Porto,Norte
Vilarinho,IL,0.52,0.54,10,Santo Tirso,Porto,Norte
Vilarinho,R.I.R.,0.47,0.49,9,Santo Tirso,Porto,Norte
Vilarinho,PDR,0.31,0.33,6,Santo Tirso,Porto,Norte
Vilarinho,PTP,0.26,0.27,5,Santo Tirso,Porto,Norte
Vilarinho,A,0.21,0.22,4,Santo Tirso,Porto,Norte
Vilarinho,PURP,0.21,0.22,4,Santo Tirso,Porto,Norte
Vilarinho,MAS,0.16,0.16,3,Santo Tirso,Porto,Norte
Vilarinho,JPP,0.1,0.11,2,Santo Tirso,Porto,Norte
Vilarinho,NC,0.1,0.11,2,Santo Tirso,Porto,Norte
Vilarinho,PNR,0.1,0.11,2,Santo Tirso,Porto,Norte
Vilarinho,PPM,0.1,0.11,2,Santo Tirso,Porto,Norte
Vilarinho,MPT,0.05,0.05,1,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PS,44.37,46.08,1629,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PPD/PSD,31.52,32.73,1157,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",B.E.,7.95,8.26,292,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",CDS-PP,3.49,3.62,128,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PCP-PEV,2.32,2.4,85,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PAN,1.99,2.07,73,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",R.I.R.,0.76,0.79,28,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",CH,0.68,0.71,25,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",IL,0.68,0.71,25,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",L,0.44,0.45,16,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PTP,0.38,0.4,14,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",A,0.35,0.37,13,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PCTP/MRPP,0.33,0.34,12,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PURP,0.22,0.23,8,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PDR,0.19,0.2,7,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PNR,0.16,0.17,6,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",NC,0.14,0.14,5,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",MPT,0.11,0.11,4,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",JPP,0.08,0.08,3,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",PPM,0.08,0.08,3,Santo Tirso,Porto,Norte
"Areias, Sequeiró, Lama e Palmeira",MAS,0.05,0.06,2,Santo Tirso,Porto,Norte
Vila Nova do Campo,PS,43.87,46.11,1629,Santo Tirso,Porto,Norte
Vila Nova do Campo,PPD/PSD,24.16,25.39,897,Santo Tirso,Porto,Norte
Vila Nova do Campo,B.E.,11.5,12.09,427,Santo Tirso,Porto,Norte
Vila Nova do Campo,PCP-PEV,4.82,5.07,179,Santo Tirso,Porto,Norte
Vila Nova do Campo,PAN,3.04,3.2,113,Santo Tirso,Porto,Norte
Vila Nova do Campo,CDS-PP,2.32,2.43,86,Santo Tirso,Porto,Norte
Vila Nova do Campo,R.I.R.,0.81,0.85,30,Santo Tirso,Porto,Norte
Vila Nova do Campo,L,0.7,0.74,26,Santo Tirso,Porto,Norte
Vila Nova do Campo,PCTP/MRPP,0.62,0.65,23,Santo Tirso,Porto,Norte
Vila Nova do Campo,IL,0.57,0.59,21,Santo Tirso,Porto,Norte
Vila Nova do Campo,CH,0.46,0.48,17,Santo Tirso,Porto,Norte
Vila Nova do Campo,MPT,0.43,0.45,16,Santo Tirso,Porto,Norte
Vila Nova do Campo,A,0.38,0.4,14,Santo Tirso,Porto,Norte
Vila Nova do Campo,PDR,0.32,0.34,12,Santo Tirso,Porto,Norte
Vila Nova do Campo,PTP,0.3,0.31,11,Santo Tirso,Porto,Norte
Vila Nova do Campo,NC,0.19,0.2,7,Santo Tirso,Porto,Norte
Vila Nova do Campo,PURP,0.19,0.2,7,Santo Tirso,Porto,Norte
Vila Nova do Campo,JPP,0.13,0.14,5,Santo Tirso,Porto,Norte
Vila Nova do Campo,MAS,0.13,0.14,5,Santo Tirso,Porto,Norte
Vila Nova do Campo,PNR,0.13,0.14,5,Santo Tirso,Porto,Norte
Vila Nova do Campo,PPM,0.08,0.08,3,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PS,44.04,45.89,525,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PPD/PSD,27.01,28.15,322,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,B.E.,9.65,10.05,115,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,CDS-PP,4.61,4.81,55,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PAN,2.85,2.97,34,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PCP-PEV,2.77,2.88,33,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,IL,0.67,0.7,8,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,L,0.67,0.7,8,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PCTP/MRPP,0.67,0.7,8,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,R.I.R.,0.67,0.7,8,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,CH,0.59,0.61,7,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PURP,0.42,0.44,5,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,MPT,0.34,0.35,4,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,A,0.25,0.26,3,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PNR,0.25,0.26,3,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,JPP,0.17,0.17,2,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PDR,0.17,0.17,2,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PTP,0.17,0.17,2,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,MAS,0.0,0.0,0,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,NC,0.0,0.0,0,Santo Tirso,Porto,Norte
Carreira e Refojos de Riba de Ave,PPM,0.0,0.0,0,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PS,42.3,44.52,382,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PPD/PSD,29.01,30.54,262,Santo Tirso,Porto,Norte
Lamelas e Guimarei,B.E.,10.3,10.84,93,Santo Tirso,Porto,Norte
Lamelas e Guimarei,CDS-PP,3.1,3.26,28,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PAN,3.1,3.26,28,Santo Tirso,Porto,Norte
Lamelas e Guimarei,R.I.R.,1.99,2.1,18,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PCP-PEV,1.66,1.75,15,Santo Tirso,Porto,Norte
Lamelas e Guimarei,L,0.78,0.82,7,Santo Tirso,Porto,Norte
Lamelas e Guimarei,IL,0.66,0.7,6,Santo Tirso,Porto,Norte
Lamelas e Guimarei,A,0.33,0.35,3,Santo Tirso,Porto,Norte
Lamelas e Guimarei,CH,0.33,0.35,3,Santo Tirso,Porto,Norte
Lamelas e Guimarei,MPT,0.33,0.35,3,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PCTP/MRPP,0.33,0.35,3,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PNR,0.22,0.23,2,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PURP,0.22,0.23,2,Santo Tirso,Porto,Norte
Lamelas e Guimarei,NC,0.11,0.12,1,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PDR,0.11,0.12,1,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PPM,0.11,0.12,1,Santo Tirso,Porto,Norte
Lamelas e Guimarei,JPP,0.0,0.0,0,Santo Tirso,Porto,Norte
Lamelas e Guimarei,MAS,0.0,0.0,0,Santo Tirso,Porto,Norte
Lamelas e Guimarei,PTP,0.0,0.0,0,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PS,40.25,41.84,4482,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PPD/PSD,30.85,32.07,3436,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",B.E.,9.81,10.19,1092,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",CDS-PP,3.67,3.82,409,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PCP-PEV,3.38,3.51,376,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PAN,2.95,3.06,328,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",IL,1.11,1.16,124,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",L,0.67,0.7,75,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",R.I.R.,0.66,0.69,74,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",A,0.6,0.63,67,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",CH,0.52,0.54,58,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PCTP/MRPP,0.4,0.41,44,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PDR,0.29,0.3,32,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PNR,0.27,0.28,30,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PURP,0.21,0.21,23,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",MPT,0.13,0.14,15,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PTP,0.12,0.12,13,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",NC,0.11,0.11,12,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",JPP,0.09,0.09,10,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",PPM,0.07,0.07,8,Santo Tirso,Porto,Norte
"St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães",MAS,0.04,0.05,5,Santo Tirso,Porto,Norte
Alfena,PS,39.37,41.29,2874,Valongo,Porto,Norte
Alfena,PPD/PSD,27.3,28.64,1993,Valongo,Porto,Norte
Alfena,B.E.,10.93,11.47,798,Valongo,Porto,Norte
Alfena,PAN,4.41,4.63,322,Valongo,Porto,Norte
Alfena,PCP-PEV,4.21,4.41,307,Valongo,Porto,Norte
Alfena,CDS-PP,2.23,2.34,163,Valongo,Porto,Norte
Alfena,R.I.R.,1.27,1.34,93,Valongo,Porto,Norte
Alfena,IL,1.25,1.31,91,Valongo,Porto,Norte
Alfena,CH,0.86,0.91,63,Valongo,Porto,Norte
Alfena,L,0.63,0.66,46,Valongo,Porto,Norte
Alfena,A,0.56,0.59,41,Valongo,Porto,Norte
Alfena,PCTP/MRPP,0.55,0.57,40,Valongo,Porto,Norte
Alfena,PURP,0.32,0.33,23,Valongo,Porto,Norte
Alfena,MPT,0.27,0.29,20,Valongo,Porto,Norte
Alfena,JPP,0.23,0.24,17,Valongo,Porto,Norte
Alfena,PDR,0.23,0.24,17,Valongo,Porto,Norte
Alfena,PTP,0.23,0.24,17,Valongo,Porto,Norte
Alfena,PNR,0.19,0.2,14,Valongo,Porto,Norte
Alfena,NC,0.15,0.16,11,Valongo,Porto,Norte
Alfena,MAS,0.07,0.07,5,Valongo,Porto,Norte
Alfena,PPM,0.07,0.07,5,Valongo,Porto,Norte
Ermesinde,PS,39.29,40.95,7934,Valongo,Porto,Norte
Ermesinde,PPD/PSD,25.68,26.77,5187,Valongo,Porto,Norte
Ermesinde,B.E.,12.93,13.48,2612,Valongo,Porto,Norte
Ermesinde,PCP-PEV,5.0,5.21,1010,Valongo,Porto,Norte
Ermesinde,PAN,4.34,4.52,876,Valongo,Porto,Norte
Ermesinde,CDS-PP,2.39,2.49,483,Valongo,Porto,Norte
Ermesinde,IL,1.33,1.39,269,Valongo,Porto,Norte
Ermesinde,R.I.R.,1.03,1.07,208,Valongo,Porto,Norte
Ermesinde,L,0.88,0.91,177,Valongo,Porto,Norte
Ermesinde,CH,0.72,0.75,146,Valongo,Porto,Norte
Ermesinde,PCTP/MRPP,0.56,0.58,113,Valongo,Porto,Norte
Ermesinde,A,0.45,0.47,91,Valongo,Porto,Norte
Ermesinde,PNR,0.23,0.24,46,Valongo,Porto,Norte
Ermesinde,PURP,0.21,0.22,43,Valongo,Porto,Norte
Ermesinde,NC,0.18,0.19,37,Valongo,Porto,Norte
Ermesinde,MPT,0.17,0.18,35,Valongo,Porto,Norte
Ermesinde,PDR,0.14,0.14,28,Valongo,Porto,Norte
Ermesinde,JPP,0.12,0.12,24,Valongo,Porto,Norte
Ermesinde,PPM,0.11,0.12,23,Valongo,Porto,Norte
Ermesinde,PTP,0.1,0.11,21,Valongo,Porto,Norte
Ermesinde,MAS,0.06,0.07,13,Valongo,Porto,Norte
Valongo,PS,37.34,39.18,4669,Valongo,Porto,Norte
Valongo,PPD/PSD,25.19,26.43,3150,Valongo,Porto,Norte
Valongo,B.E.,11.61,12.18,1452,Valongo,Porto,Norte
Valongo,PCP-PEV,6.04,6.33,755,Valongo,Porto,Norte
Valongo,PAN,4.5,4.72,563,Valongo,Porto,Norte
Valongo,R.I.R.,2.65,2.78,331,Valongo,Porto,Norte
Valongo,CDS-PP,2.26,2.37,282,Valongo,Porto,Norte
Valongo,IL,1.46,1.54,183,Valongo,Porto,Norte
Valongo,L,0.99,1.04,124,Valongo,Porto,Norte
Valongo,CH,0.81,0.85,101,Valongo,Porto,Norte
Valongo,PCTP/MRPP,0.57,0.6,71,Valongo,Porto,Norte
Valongo,A,0.45,0.47,56,Valongo,Porto,Norte
Valongo,PNR,0.29,0.3,36,Valongo,Porto,Norte
Valongo,MPT,0.26,0.28,33,Valongo,Porto,Norte
Valongo,PDR,0.25,0.26,31,Valongo,Porto,Norte
Valongo,JPP,0.13,0.13,16,Valongo,Porto,Norte
Valongo,MAS,0.13,0.13,16,Valongo,Porto,Norte
Valongo,NC,0.11,0.12,14,Valongo,Porto,Norte
Valongo,PURP,0.11,0.12,14,Valongo,Porto,Norte
Valongo,PPM,0.1,0.1,12,Valongo,Porto,Norte
Valongo,PTP,0.07,0.08,9,Valongo,Porto,Norte
Campo e Sobrado,PS,38.05,39.89,2998,Valongo,Porto,Norte
Campo e Sobrado,PPD/PSD,27.38,28.7,2157,Valongo,Porto,Norte
Campo e Sobrado,PCP-PEV,9.27,9.71,730,Valongo,Porto,Norte
Campo e Sobrado,B.E.,8.1,8.49,638,Valongo,Porto,Norte
Campo e Sobrado,PAN,3.0,3.14,236,Valongo,Porto,Norte
Campo e Sobrado,R.I.R.,2.51,2.63,198,Valongo,Porto,Norte
Campo e Sobrado,CDS-PP,2.02,2.12,159,Valongo,Porto,Norte
Campo e Sobrado,PCTP/MRPP,1.03,1.08,81,Valongo,Porto,Norte
Campo e Sobrado,IL,0.81,0.85,64,Valongo,Porto,Norte
Campo e Sobrado,L,0.72,0.76,57,Valongo,Porto,Norte
Campo e Sobrado,CH,0.67,0.71,53,Valongo,Porto,Norte
Campo e Sobrado,A,0.36,0.37,28,Valongo,Porto,Norte
Campo e Sobrado,MPT,0.24,0.25,19,Valongo,Porto,Norte
Campo e Sobrado,NC,0.23,0.24,18,Valongo,Porto,Norte
Campo e Sobrado,PURP,0.23,0.24,18,Valongo,Porto,Norte
Campo e Sobrado,PTP,0.22,0.23,17,Valongo,Porto,Norte
Campo e Sobrado,PNR,0.2,0.21,16,Valongo,Porto,Norte
Campo e Sobrado,PDR,0.14,0.15,11,Valongo,Porto,Norte
Campo e Sobrado,JPP,0.09,0.09,7,Valongo,Porto,Norte
Campo e Sobrado,PPM,0.08,0.08,6,Valongo,Porto,Norte
Campo e Sobrado,MAS,0.06,0.07,5,Valongo,Porto,Norte
Árvore,PS,33.83,35.15,937,Vila do Conde,Porto,Norte
Árvore,PPD/PSD,31.05,32.26,860,Vila do Conde,Porto,Norte
Árvore,B.E.,10.79,11.22,299,Vila do Conde,Porto,Norte
Árvore,PCP-PEV,5.52,5.74,153,Vila do Conde,Porto,Norte
Árvore,PAN,4.77,4.95,132,Vila do Conde,Porto,Norte
Árvore,CDS-PP,3.57,3.71,99,Vila do Conde,Porto,Norte
Árvore,IL,1.66,1.73,46,Vila do Conde,Porto,Norte
Árvore,L,1.08,1.13,30,Vila do Conde,Porto,Norte
Árvore,A,0.83,0.86,23,Vila do Conde,Porto,Norte
Árvore,CH,0.69,0.71,19,Vila do Conde,Porto,Norte
Árvore,R.I.R.,0.65,0.68,18,Vila do Conde,Porto,Norte
Árvore,PCTP/MRPP,0.54,0.56,15,Vila do Conde,Porto,Norte
Árvore,PURP,0.36,0.38,10,Vila do Conde,Porto,Norte
Árvore,NC,0.22,0.23,6,Vila do Conde,Porto,Norte
Árvore,PDR,0.22,0.23,6,Vila do Conde,Porto,Norte
Árvore,PTP,0.14,0.15,4,Vila do Conde,Porto,Norte
Árvore,PNR,0.11,0.11,3,Vila do Conde,Porto,Norte
Árvore,PPM,0.11,0.11,3,Vila do Conde,Porto,Norte
Árvore,JPP,0.07,0.08,2,Vila do Conde,Porto,Norte
Árvore,MPT,0.04,0.04,1,Vila do Conde,Porto,Norte
Árvore,MAS,0.0,0.0,0,Vila do Conde,Porto,Norte
Aveleda,PS,43.26,44.78,279,Lousada,Porto,Norte
Aveleda,PPD/PSD,27.13,28.09,175,Lousada,Porto,Norte
Aveleda,B.E.,11.78,12.2,76,Lousada,Porto,Norte
Aveleda,PAN,3.72,3.85,24,Lousada,Porto,Norte
Aveleda,CDS-PP,2.48,2.57,16,Lousada,Porto,Norte
Aveleda,PCP-PEV,2.33,2.41,15,Lousada,Porto,Norte
Aveleda,R.I.R.,2.02,2.09,13,Lousada,Porto,Norte
Aveleda,IL,1.24,1.28,8,Lousada,Porto,Norte
Aveleda,L,0.62,0.64,4,Lousada,Porto,Norte
Aveleda,CH,0.47,0.48,3,Lousada,Porto,Norte
Aveleda,MPT,0.31,0.32,2,Lousada,Porto,Norte
Aveleda,PNR,0.31,0.32,2,Lousada,Porto,Norte
Aveleda,PURP,0.31,0.32,2,Lousada,Porto,Norte
Aveleda,A,0.16,0.16,1,Lousada,Porto,Norte
Aveleda,PCTP/MRPP,0.16,0.16,1,Lousada,Porto,Norte
Aveleda,PPM,0.16,0.16,1,Lousada,Porto,Norte
Aveleda,PTP,0.16,0.16,1,Lousada,Porto,Norte
Aveleda,JPP,0.0,0.0,0,Lousada,Porto,Norte
Aveleda,MAS,0.0,0.0,0,Lousada,Porto,Norte
Aveleda,NC,0.0,0.0,0,Lousada,Porto,Norte
Aveleda,PDR,0.0,0.0,0,Lousada,Porto,Norte
Azurara,PS,32.09,33.33,345,Vila do Conde,Porto,Norte
Azurara,PPD/PSD,27.91,28.99,300,Vila do Conde,Porto,Norte
Azurara,B.E.,14.05,14.59,151,Vila do Conde,Porto,Norte
Azurara,PCP-PEV,5.95,6.18,64,Vila do Conde,Porto,Norte
Azurara,PAN,3.81,3.96,41,Vila do Conde,Porto,Norte
Azurara,CDS-PP,3.72,3.86,40,Vila do Conde,Porto,Norte
Azurara,IL,1.67,1.74,18,Vila do Conde,Porto,Norte
Azurara,L,1.49,1.55,16,Vila do Conde,Porto,Norte
Azurara,PCTP/MRPP,0.84,0.87,9,Vila do Conde,Porto,Norte
Azurara,R.I.R.,0.84,0.87,9,Vila do Conde,Porto,Norte
Azurara,CH,0.74,0.77,8,Vila do Conde,Porto,Norte
Azurara,PURP,0.74,0.77,8,Vila do Conde,Porto,Norte
Azurara,A,0.47,0.48,5,Vila do Conde,Porto,Norte
Azurara,PDR,0.47,0.48,5,Vila do Conde,Porto,Norte
Azurara,NC,0.37,0.39,4,Vila do Conde,Porto,Norte
Azurara,MPT,0.28,0.29,3,Vila do Conde,Porto,Norte
Azurara,PNR,0.28,0.29,3,Vila do Conde,Porto,Norte
Azurara,PPM,0.28,0.29,3,Vila do Conde,Porto,Norte
Azurara,PTP,0.19,0.19,2,Vila do Conde,Porto,Norte
Azurara,MAS,0.09,0.1,1,Vila do Conde,Porto,Norte
Azurara,JPP,0.0,0.0,0,Vila do Conde,Porto,Norte
Fajozes,PS,37.48,38.69,265,Vila do Conde,Porto,Norte
Fajozes,PPD/PSD,37.2,38.39,263,Vila do Conde,Porto,Norte
Fajozes,B.E.,7.36,7.59,52,Vila do Conde,Porto,Norte
Fajozes,PCP-PEV,4.53,4.67,32,Vila do Conde,Porto,Norte
Fajozes,CDS-PP,3.82,3.94,27,Vila do Conde,Porto,Norte
Fajozes,PAN,1.98,2.04,14,Vila do Conde,Porto,Norte
Fajozes,R.I.R.,0.99,1.02,7,Vila do Conde,Porto,Norte
Fajozes,PCTP/MRPP,0.71,0.73,5,Vila do Conde,Porto,Norte
Fajozes,A,0.57,0.58,4,Vila do Conde,Porto,Norte
Fajozes,IL,0.42,0.44,3,Vila do Conde,Porto,Norte
Fajozes,JPP,0.42,0.44,3,Vila do Conde,Porto,Norte
Fajozes,L,0.42,0.44,3,Vila do Conde,Porto,Norte
Fajozes,MPT,0.42,0.44,3,Vila do Conde,Porto,Norte
Fajozes,CH,0.28,0.29,2,Vila do Conde,Porto,Norte
Fajozes,PNR,0.28,0.29,2,Vila do Conde,Porto,Norte
Fajozes,MAS,0.0,0.0,0,Vila do Conde,Porto,Norte
Fajozes,NC,0.0,0.0,0,Vila do Conde,Porto,Norte
Fajozes,PDR,0.0,0.0,0,Vila do Conde,Porto,Norte
Fajozes,PPM,0.0,0.0,0,Vila do Conde,Porto,Norte
Fajozes,PTP,0.0,0.0,0,Vila do Conde,Porto,Norte
Fajozes,PURP,0.0,0.0,0,Vila do Conde,Porto,Norte
Gião,PS,45.14,46.87,441,Vila do Conde,Porto,Norte
Gião,PPD/PSD,28.97,30.07,283,Vila do Conde,Porto,Norte
Gião,B.E.,7.47,7.76,73,Vila do Conde,Porto,Norte
Gião,CDS-PP,2.87,2.98,28,Vila do Conde,Porto,Norte
Gião,PAN,2.66,2.76,26,Vila do Conde,Porto,Norte
Gião,PCP-PEV,2.56,2.66,25,Vila do Conde,Porto,Norte
Gião,R.I.R.,2.05,2.13,20,Vila do Conde,Porto,Norte
Gião,IL,0.61,0.64,6,Vila do Conde,Porto,Norte
Gião,L,0.61,0.64,6,Vila do Conde,Porto,Norte
Gião,PCTP/MRPP,0.51,0.53,5,Vila do Conde,Porto,Norte
Gião,A,0.41,0.43,4,Vila do Conde,Porto,Norte
Gião,CH,0.41,0.43,4,Vila do Conde,Porto,Norte
Gião,MPT,0.41,0.43,4,Vila do Conde,Porto,Norte
Gião,PNR,0.41,0.43,4,Vila do Conde,Porto,Norte
Gião,PPM,0.31,0.32,3,Vila do Conde,Porto,Norte
Gião,JPP,0.2,0.21,2,Vila do Conde,Porto,Norte
Gião,NC,0.2,0.21,2,Vila do Conde,Porto,Norte
Gião,PDR,0.2,0.21,2,Vila do Conde,Porto,Norte
Gião,PTP,0.2,0.21,2,Vila do Conde,Porto,Norte
Gião,PURP,0.1,0.11,1,Vila do Conde,Porto,Norte
Gião,MAS,0.0,0.0,0,Vila do Conde,Porto,Norte
Guilhabreu,PS,42.61,44.09,556,Vila do Conde,Porto,Norte
Guilhabreu,PPD/PSD,31.65,32.75,413,Vila do Conde,Porto,Norte
Guilhabreu,B.E.,8.81,9.12,115,Vila do Conde,Porto,Norte
Guilhabreu,PAN,3.68,3.81,48,Vila do Conde,Porto,Norte
Guilhabreu,PCP-PEV,2.84,2.93,37,Vila do Conde,Porto,Norte
Guilhabreu,CDS-PP,1.84,1.9,24,Vila do Conde,Porto,Norte
Guilhabreu,IL,1.15,1.19,15,Vila do Conde,Porto,Norte
Guilhabreu,R.I.R.,1.0,1.03,13,Vila do Conde,Porto,Norte
