Freguesia,Partido,Percentagem,Percentagem de Votos Válidos,Votos,Concelho,Distrito,Região
Guilhabreu,CH,0.54,0.56,7,Vila do Conde,Porto,Norte
Guilhabreu,L,0.54,0.56,7,Vila do Conde,Porto,Norte
Guilhabreu,PCTP/MRPP,0.46,0.48,6,Vila do Conde,Porto,Norte
Guilhabreu,PPM,0.46,0.48,6,Vila do Conde,Porto,Norte
Guilhabreu,A,0.31,0.32,4,Vila do Conde,Porto,Norte
Guilhabreu,NC,0.31,0.32,4,Vila do Conde,Porto,Norte
Guilhabreu,JPP,0.15,0.16,2,Vila do Conde,Porto,Norte
Guilhabreu,PDR,0.15,0.16,2,Vila do Conde,Porto,Norte
Guilhabreu,PNR,0.08,0.08,1,Vila do Conde,Porto,Norte
Guilhabreu,PURP,0.08,0.08,1,Vila do Conde,Porto,Norte
Guilhabreu,MAS,0.0,0.0,0,Vila do Conde,Porto,Norte
Guilhabreu,MPT,0.0,0.0,0,Vila do Conde,Porto,Norte
Guilhabreu,PTP,0.0,0.0,0,Vila do Conde,Porto,Norte
Junqueira,PPD/PSD,39.09,41.07,446,Vale de Cambra,Aveiro,Norte
Junqueira,PS,37.69,39.59,430,Vale de Cambra,Aveiro,Norte
Junqueira,B.E.,7.45,7.83,85,Vale de Cambra,Aveiro,Norte
Junqueira,CDS-PP,3.77,3.96,43,Vale de Cambra,Aveiro,Norte
Junqueira,PAN,2.1,2.21,24,Vale de Cambra,Aveiro,Norte
Junqueira,PCP-PEV,1.23,1.29,14,Vale de Cambra,Aveiro,Norte
Junqueira,IL,0.7,0.74,8,Vale de Cambra,Aveiro,Norte
Junqueira,CH,0.53,0.55,6,Vale de Cambra,Aveiro,Norte
Junqueira,PCTP/MRPP,0.53,0.55,6,Vale de Cambra,Aveiro,Norte
Junqueira,L,0.35,0.37,4,Vale de Cambra,Aveiro,Norte
Junqueira,R.I.R.,0.35,0.37,4,Vale de Cambra,Aveiro,Norte
Junqueira,A,0.26,0.28,3,Vale de Cambra,Aveiro,Norte
Junqueira,PDR,0.26,0.28,3,Vale de Cambra,Aveiro,Norte
Junqueira,PTP,0.26,0.28,3,Vale de Cambra,Aveiro,Norte
Junqueira,PURP,0.26,0.28,3,Vale de Cambra,Aveiro,Norte
Junqueira,MPT,0.18,0.18,2,Vale de Cambra,Aveiro,Norte
Junqueira,PNR,0.18,0.18,2,Vale de Cambra,Aveiro,Norte
Junqueira,JPP,0.0,0.0,0,Vale de Cambra,Aveiro,Norte
Junqueira,MAS,0.0,0.0,0,Vale de Cambra,Aveiro,Norte
Junqueira,NC,0.0,0.0,0,Vale de Cambra,Aveiro,Norte
Junqueira,PPM,0.0,0.0,0,Vale de Cambra,Aveiro,Norte
Labruge,PS,39.44,40.82,620,Vila do Conde,Porto,Norte
Labruge,PPD/PSD,32.95,34.1,518,Vila do Conde,Porto,Norte
Labruge,B.E.,9.1,9.41,143,Vila do Conde,Porto,Norte
Labruge,PAN,3.75,3.88,59,Vila do Conde,Porto,Norte
Labruge,PCP-PEV,3.12,3.23,49,Vila do Conde,Porto,Norte
Labruge,CDS-PP,2.86,2.96,45,Vila do Conde,Porto,Norte
Labruge,IL,1.34,1.38,21,Vila do Conde,Porto,Norte
Labruge,R.I.R.,0.89,0.92,14,Vila do Conde,Porto,Norte
Labruge,CH,0.83,0.86,13,Vila do Conde,Porto,Norte
Labruge,L,0.76,0.79,12,Vila do Conde,Porto,Norte
Labruge,MPT,0.57,0.59,9,Vila do Conde,Porto,Norte
Labruge,A,0.32,0.33,5,Vila do Conde,Porto,Norte
Labruge,NC,0.19,0.2,3,Vila do Conde,Porto,Norte
Labruge,PCTP/MRPP,0.13,0.13,2,Vila do Conde,Porto,Norte
Labruge,PNR,0.13,0.13,2,Vila do Conde,Porto,Norte
Labruge,PURP,0.13,0.13,2,Vila do Conde,Porto,Norte
Labruge,MAS,0.06,0.07,1,Vila do Conde,Porto,Norte
Labruge,PTP,0.06,0.07,1,Vila do Conde,Porto,Norte
Labruge,JPP,0.0,0.0,0,Vila do Conde,Porto,Norte
Labruge,PDR,0.0,0.0,0,Vila do Conde,Porto,Norte
Labruge,PPM,0.0,0.0,0,Vila do Conde,Porto,Norte
Macieira da Maia,PS,36.85,38.83,440,Vila do Conde,Porto,Norte
Macieira da Maia,PPD/PSD,34.09,35.92,407,Vila do Conde,Porto,Norte
Macieira da Maia,B.E.,8.04,8.47,96,Vila do Conde,Porto,Norte
Macieira da Maia,PAN,3.69,3.88,44,Vila do Conde,Porto,Norte
Macieira da Maia,PCP-PEV,3.02,3.18,36,Vila do Conde,Porto,Norte
Macieira da Maia,CDS-PP,2.51,2.65,30,Vila do Conde,Porto,Norte
Macieira da Maia,IL,1.01,1.06,12,Vila do Conde,Porto,Norte
Macieira da Maia,PCTP/MRPP,1.01,1.06,12,Vila do Conde,Porto,Norte
Macieira da Maia,R.I.R.,0.92,0.97,11,Vila do Conde,Porto,Norte
Macieira da Maia,L,0.84,0.88,10,Vila do Conde,Porto,Norte
Macieira da Maia,CH,0.75,0.79,9,Vila do Conde,Porto,Norte
Macieira da Maia,A,0.34,0.35,4,Vila do Conde,Porto,Norte
Macieira da Maia,JPP,0.34,0.35,4,Vila do Conde,Porto,Norte
Macieira da Maia,NC,0.34,0.35,4,Vila do Conde,Porto,Norte
Macieira da Maia,PNR,0.34,0.35,4,Vila do Conde,Porto,Norte
Macieira da Maia,PURP,0.34,0.35,4,Vila do Conde,Porto,Norte
Macieira da Maia,MPT,0.17,0.18,2,Vila do Conde,Porto,Norte
Macieira da Maia,PDR,0.17,0.18,2,Vila do Conde,Porto,Norte
Macieira da Maia,MAS,0.08,0.09,1,Vila do Conde,Porto,Norte
Macieira da Maia,PTP,0.08,0.09,1,Vila do Conde,Porto,Norte
Macieira da Maia,PPM,0.0,0.0,0,Vila do Conde,Porto,Norte
Mindelo,PPD/PSD,37.27,38.52,782,Vila do Conde,Porto,Norte
Mindelo,PS,29.12,30.1,611,Vila do Conde,Porto,Norte
Mindelo,B.E.,10.01,10.34,210,Vila do Conde,Porto,Norte
Mindelo,CDS-PP,4.72,4.88,99,Vila do Conde,Porto,Norte
Mindelo,PAN,3.67,3.79,77,Vila do Conde,Porto,Norte
Mindelo,PCP-PEV,3.24,3.35,68,Vila do Conde,Porto,Norte
Mindelo,IL,2.24,2.32,47,Vila do Conde,Porto,Norte
Mindelo,L,1.38,1.43,29,Vila do Conde,Porto,Norte
Mindelo,CH,1.24,1.28,26,Vila do Conde,Porto,Norte
Mindelo,R.I.R.,1.24,1.28,26,Vila do Conde,Porto,Norte
Mindelo,A,0.48,0.49,10,Vila do Conde,Porto,Norte
Mindelo,PDR,0.38,0.39,8,Vila do Conde,Porto,Norte
Mindelo,PCTP/MRPP,0.33,0.34,7,Vila do Conde,Porto,Norte
Mindelo,PURP,0.29,0.3,6,Vila do Conde,Porto,Norte
Mindelo,PNR,0.24,0.25,5,Vila do Conde,Porto,Norte
Mindelo,PPM,0.24,0.25,5,Vila do Conde,Porto,Norte
Mindelo,NC,0.19,0.2,4,Vila do Conde,Porto,Norte
Mindelo,MAS,0.14,0.15,3,Vila do Conde,Porto,Norte
Mindelo,MPT,0.14,0.15,3,Vila do Conde,Porto,Norte
Mindelo,JPP,0.1,0.1,2,Vila do Conde,Porto,Norte
Mindelo,PTP,0.1,0.1,2,Vila do Conde,Porto,Norte
Modivas,PS,41.84,43.74,405,Vila do Conde,Porto,Norte
Modivas,PPD/PSD,30.48,31.86,295,Vila do Conde,Porto,Norte
Modivas,B.E.,10.02,10.48,97,Vila do Conde,Porto,Norte
Modivas,PCP-PEV,3.62,3.78,35,Vila do Conde,Porto,Norte
Modivas,PAN,2.58,2.7,25,Vila do Conde,Porto,Norte
Modivas,CDS-PP,1.96,2.05,19,Vila do Conde,Porto,Norte
Modivas,IL,1.14,1.19,11,Vila do Conde,Porto,Norte
Modivas,L,1.14,1.19,11,Vila do Conde,Porto,Norte
Modivas,CH,0.52,0.54,5,Vila do Conde,Porto,Norte
Modivas,R.I.R.,0.52,0.54,5,Vila do Conde,Porto,Norte
Modivas,PCTP/MRPP,0.41,0.43,4,Vila do Conde,Porto,Norte
Modivas,PDR,0.31,0.32,3,Vila do Conde,Porto,Norte
Modivas,PNR,0.31,0.32,3,Vila do Conde,Porto,Norte
Modivas,A,0.21,0.22,2,Vila do Conde,Porto,Norte
Modivas,NC,0.21,0.22,2,Vila do Conde,Porto,Norte
Modivas,PURP,0.21,0.22,2,Vila do Conde,Porto,Norte
Modivas,MAS,0.1,0.11,1,Vila do Conde,Porto,Norte
Modivas,MPT,0.1,0.11,1,Vila do Conde,Porto,Norte
Modivas,JPP,0.0,0.0,0,Vila do Conde,Porto,Norte
Modivas,PPM,0.0,0.0,0,Vila do Conde,Porto,Norte
Modivas,PTP,0.0,0.0,0,Vila do Conde,Porto,Norte
Vila Chã,PPD/PSD,39.61,41.43,665,Esposende,Braga,Norte
Vila Chã,PS,35.2,36.82,591,Esposende,Braga,Norte
Vila Chã,B.E.,5.6,5.86,94,Esposende,Braga,Norte
Vila Chã,CDS-PP,3.87,4.05,65,Esposende,Braga,Norte
Vila Chã,PAN,3.22,3.36,54,Esposende,Braga,Norte
Vila Chã,PCP-PEV,2.2,2.31,37,Esposende,Braga,Norte
Vila Chã,CH,1.13,1.18,19,Esposende,Braga,Norte
Vila Chã,IL,0.95,1.0,16,Esposende,Braga,Norte
Vila Chã,L,0.95,1.0,16,Esposende,Braga,Norte
Vila Chã,R.I.R.,0.6,0.62,10,Esposende,Braga,Norte
Vila Chã,PCTP/MRPP,0.48,0.5,8,Esposende,Braga,Norte
Vila Chã,A,0.42,0.44,7,Esposende,Braga,Norte
Vila Chã,MPT,0.36,0.37,6,Esposende,Braga,Norte
Vila Chã,PTP,0.3,0.31,5,Esposende,Braga,Norte
Vila Chã,PURP,0.24,0.25,4,Esposende,Braga,Norte
Vila Chã,JPP,0.12,0.12,2,Esposende,Braga,Norte
Vila Chã,PDR,0.12,0.12,2,Esposende,Braga,Norte
Vila Chã,PNR,0.12,0.12,2,Esposende,Braga,Norte
Vila Chã,MAS,0.06,0.06,1,Esposende,Braga,Norte
Vila Chã,NC,0.06,0.06,1,Esposende,Braga,Norte
Vila Chã,PPM,0.0,0.0,0,Esposende,Braga,Norte
Vila do Conde,PS,37.26,38.73,4674,Vila do Conde,Porto,Norte
Vila do Conde,PPD/PSD,30.87,32.08,3872,Vila do Conde,Porto,Norte
Vila do Conde,B.E.,10.73,11.15,1346,Vila do Conde,Porto,Norte
Vila do Conde,PCP-PEV,4.66,4.84,584,Vila do Conde,Porto,Norte
Vila do Conde,PAN,3.49,3.63,438,Vila do Conde,Porto,Norte
Vila do Conde,CDS-PP,3.38,3.51,424,Vila do Conde,Porto,Norte
Vila do Conde,IL,1.61,1.67,202,Vila do Conde,Porto,Norte
Vila do Conde,L,0.85,0.88,106,Vila do Conde,Porto,Norte
Vila do Conde,CH,0.68,0.7,85,Vila do Conde,Porto,Norte
Vila do Conde,A,0.54,0.56,68,Vila do Conde,Porto,Norte
Vila do Conde,PCTP/MRPP,0.49,0.51,61,Vila do Conde,Porto,Norte
Vila do Conde,R.I.R.,0.41,0.43,52,Vila do Conde,Porto,Norte
Vila do Conde,PURP,0.29,0.3,36,Vila do Conde,Porto,Norte
Vila do Conde,PNR,0.22,0.23,28,Vila do Conde,Porto,Norte
Vila do Conde,MPT,0.18,0.18,22,Vila do Conde,Porto,Norte
Vila do Conde,NC,0.12,0.12,15,Vila do Conde,Porto,Norte
Vila do Conde,PDR,0.11,0.12,14,Vila do Conde,Porto,Norte
Vila do Conde,PTP,0.11,0.12,14,Vila do Conde,Porto,Norte
Vila do Conde,JPP,0.1,0.1,12,Vila do Conde,Porto,Norte
Vila do Conde,PPM,0.08,0.08,10,Vila do Conde,Porto,Norte
Vila do Conde,MAS,0.04,0.04,5,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PS,39.02,40.18,542,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PPD/PSD,33.62,34.62,467,Vila do Conde,Porto,Norte
Vilar de Pinheiro,B.E.,9.5,9.79,132,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PCP-PEV,3.17,3.26,44,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PAN,3.02,3.11,42,Vila do Conde,Porto,Norte
Vilar de Pinheiro,CDS-PP,2.81,2.89,39,Vila do Conde,Porto,Norte
Vilar de Pinheiro,IL,1.73,1.78,24,Vila do Conde,Porto,Norte
Vilar de Pinheiro,L,0.94,0.96,13,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PCTP/MRPP,0.79,0.82,11,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PDR,0.43,0.44,6,Vila do Conde,Porto,Norte
Vilar de Pinheiro,CH,0.36,0.37,5,Vila do Conde,Porto,Norte
Vilar de Pinheiro,R.I.R.,0.36,0.37,5,Vila do Conde,Porto,Norte
Vilar de Pinheiro,A,0.29,0.3,4,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PPM,0.29,0.3,4,Vila do Conde,Porto,Norte
Vilar de Pinheiro,MPT,0.14,0.15,2,Vila do Conde,Porto,Norte
Vilar de Pinheiro,NC,0.14,0.15,2,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PTP,0.14,0.15,2,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PURP,0.14,0.15,2,Vila do Conde,Porto,Norte
Vilar de Pinheiro,JPP,0.07,0.07,1,Vila do Conde,Porto,Norte
Vilar de Pinheiro,MAS,0.07,0.07,1,Vila do Conde,Porto,Norte
Vilar de Pinheiro,PNR,0.07,0.07,1,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PPD/PSD,40.86,42.29,628,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PS,37.54,38.86,577,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",B.E.,5.86,6.06,90,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",CDS-PP,4.88,5.05,75,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PCP-PEV,1.82,1.89,28,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PAN,1.3,1.35,20,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",R.I.R.,0.85,0.88,13,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",IL,0.72,0.74,11,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",L,0.52,0.54,8,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",A,0.46,0.47,7,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",CH,0.46,0.47,7,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",JPP,0.33,0.34,5,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PNR,0.33,0.34,5,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",NC,0.2,0.2,3,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PCTP/MRPP,0.2,0.2,3,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PTP,0.13,0.13,2,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",MPT,0.07,0.07,1,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PDR,0.07,0.07,1,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PPM,0.07,0.07,1,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",MAS,0.0,0.0,0,Vila do Conde,Porto,Norte
"Bagunte, Ferreiró, Outeiro Maior e Parada",PURP,0.0,0.0,0,Vila do Conde,Porto,Norte
Fornelo e Vairão,PS,39.89,41.54,491,Vila do Conde,Porto,Norte
Fornelo e Vairão,PPD/PSD,34.12,35.53,420,Vila do Conde,Porto,Norte
Fornelo e Vairão,B.E.,7.23,7.53,89,Vila do Conde,Porto,Norte
Fornelo e Vairão,CDS-PP,4.55,4.74,56,Vila do Conde,Porto,Norte
Fornelo e Vairão,PCP-PEV,2.19,2.28,27,Vila do Conde,Porto,Norte
Fornelo e Vairão,PAN,1.87,1.95,23,Vila do Conde,Porto,Norte
Fornelo e Vairão,IL,1.3,1.35,16,Vila do Conde,Porto,Norte
Fornelo e Vairão,R.I.R.,1.3,1.35,16,Vila do Conde,Porto,Norte
Fornelo e Vairão,L,0.97,1.02,12,Vila do Conde,Porto,Norte
Fornelo e Vairão,PCTP/MRPP,0.57,0.59,7,Vila do Conde,Porto,Norte
Fornelo e Vairão,JPP,0.41,0.42,5,Vila do Conde,Porto,Norte
Fornelo e Vairão,A,0.24,0.25,3,Vila do Conde,Porto,Norte
Fornelo e Vairão,CH,0.24,0.25,3,Vila do Conde,Porto,Norte
Fornelo e Vairão,PDR,0.24,0.25,3,Vila do Conde,Porto,Norte
Fornelo e Vairão,PNR,0.24,0.25,3,Vila do Conde,Porto,Norte
Fornelo e Vairão,MPT,0.16,0.17,2,Vila do Conde,Porto,Norte
Fornelo e Vairão,NC,0.16,0.17,2,Vila do Conde,Porto,Norte
Fornelo e Vairão,PURP,0.16,0.17,2,Vila do Conde,Porto,Norte
Fornelo e Vairão,MAS,0.08,0.08,1,Vila do Conde,Porto,Norte
Fornelo e Vairão,PTP,0.08,0.08,1,Vila do Conde,Porto,Norte
Fornelo e Vairão,PPM,0.0,0.0,0,Vila do Conde,Porto,Norte
Malta e Canidelo,PS,48.3,50.94,598,Vila do Conde,Porto,Norte
Malta e Canidelo,PPD/PSD,25.2,26.58,312,Vila do Conde,Porto,Norte
Malta e Canidelo,B.E.,7.59,8.01,94,Vila do Conde,Porto,Norte
Malta e Canidelo,CDS-PP,3.39,3.58,42,Vila do Conde,Porto,Norte
Malta e Canidelo,PAN,2.91,3.07,36,Vila do Conde,Porto,Norte
Malta e Canidelo,PCP-PEV,2.58,2.73,32,Vila do Conde,Porto,Norte
Malta e Canidelo,R.I.R.,0.89,0.94,11,Vila do Conde,Porto,Norte
Malta e Canidelo,IL,0.73,0.77,9,Vila do Conde,Porto,Norte
Malta e Canidelo,CH,0.57,0.6,7,Vila do Conde,Porto,Norte
Malta e Canidelo,L,0.48,0.51,6,Vila do Conde,Porto,Norte
Malta e Canidelo,PCTP/MRPP,0.4,0.43,5,Vila do Conde,Porto,Norte
Malta e Canidelo,PURP,0.32,0.34,4,Vila do Conde,Porto,Norte
Malta e Canidelo,A,0.24,0.26,3,Vila do Conde,Porto,Norte
Malta e Canidelo,PNR,0.24,0.26,3,Vila do Conde,Porto,Norte
Malta e Canidelo,PPM,0.24,0.26,3,Vila do Conde,Porto,Norte
Malta e Canidelo,PTP,0.24,0.26,3,Vila do Conde,Porto,Norte
Malta e Canidelo,JPP,0.16,0.17,2,Vila do Conde,Porto,Norte
Malta e Canidelo,MPT,0.16,0.17,2,Vila do Conde,Porto,Norte
Malta e Canidelo,NC,0.08,0.09,1,Vila do Conde,Porto,Norte
Malta e Canidelo,PDR,0.08,0.09,1,Vila do Conde,Porto,Norte
Malta e Canidelo,MAS,0.0,0.0,0,Vila do Conde,Porto,Norte
Retorta e Tougues,PS,35.92,37.59,421,Vila do Conde,Porto,Norte
Retorta e Tougues,PPD/PSD,33.96,35.54,398,Vila do Conde,Porto,Norte
Retorta e Tougues,B.E.,8.87,9.29,104,Vila do Conde,Porto,Norte
Retorta e Tougues,CDS-PP,4.35,4.55,51,Vila do Conde,Porto,Norte
Retorta e Tougues,PCP-PEV,3.84,4.02,45,Vila do Conde,Porto,Norte
Retorta e Tougues,PAN,2.99,3.13,35,Vila do Conde,Porto,Norte
Retorta e Tougues,L,1.02,1.07,12,Vila do Conde,Porto,Norte
Retorta e Tougues,R.I.R.,1.02,1.07,12,Vila do Conde,Porto,Norte
Retorta e Tougues,PCTP/MRPP,0.94,0.98,11,Vila do Conde,Porto,Norte
Retorta e Tougues,CH,0.51,0.54,6,Vila do Conde,Porto,Norte
Retorta e Tougues,IL,0.51,0.54,6,Vila do Conde,Porto,Norte
Retorta e Tougues,A,0.34,0.36,4,Vila do Conde,Porto,Norte
Retorta e Tougues,PURP,0.34,0.36,4,Vila do Conde,Porto,Norte
Retorta e Tougues,NC,0.26,0.27,3,Vila do Conde,Porto,Norte
Retorta e Tougues,PDR,0.17,0.18,2,Vila do Conde,Porto,Norte
Retorta e Tougues,PNR,0.17,0.18,2,Vila do Conde,Porto,Norte
Retorta e Tougues,PTP,0.17,0.18,2,Vila do Conde,Porto,Norte
Retorta e Tougues,JPP,0.09,0.09,1,Vila do Conde,Porto,Norte
Retorta e Tougues,MAS,0.09,0.09,1,Vila do Conde,Porto,Norte
Retorta e Tougues,MPT,0.0,0.0,0,Vila do Conde,Porto,Norte
Retorta e Tougues,PPM,0.0,0.0,0,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PPD/PSD,44.25,46.21,658,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PS,28.31,29.56,421,Vila do Conde,Porto,Norte
Rio Mau e Arcos,CDS-PP,10.36,10.81,154,Vila do Conde,Porto,Norte
Rio Mau e Arcos,B.E.,4.91,5.13,73,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PCP-PEV,2.15,2.25,32,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PAN,1.21,1.26,18,Vila do Conde,Porto,Norte
Rio Mau e Arcos,CH,0.87,0.91,13,Vila do Conde,Porto,Norte
Rio Mau e Arcos,L,0.54,0.56,8,Vila do Conde,Porto,Norte
Rio Mau e Arcos,NC,0.47,0.49,7,Vila do Conde,Porto,Norte
Rio Mau e Arcos,R.I.R.,0.47,0.49,7,Vila do Conde,Porto,Norte
Rio Mau e Arcos,A,0.4,0.42,6,Vila do Conde,Porto,Norte
Rio Mau e Arcos,IL,0.4,0.42,6,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PNR,0.34,0.35,5,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PCTP/MRPP,0.27,0.28,4,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PURP,0.27,0.28,4,Vila do Conde,Porto,Norte
Rio Mau e Arcos,JPP,0.13,0.14,2,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PDR,0.13,0.14,2,Vila do Conde,Porto,Norte
Rio Mau e Arcos,MAS,0.07,0.07,1,Vila do Conde,Porto,Norte
Rio Mau e Arcos,MPT,0.07,0.07,1,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PPM,0.07,0.07,1,Vila do Conde,Porto,Norte
Rio Mau e Arcos,PTP,0.07,0.07,1,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PPD/PSD,39.63,41.01,657,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PS,31.66,32.77,525,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,B.E.,9.77,10.11,162,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,CDS-PP,3.62,3.75,60,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PCP-PEV,3.5,3.62,58,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PAN,2.17,2.25,36,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,R.I.R.,1.09,1.12,18,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,IL,0.9,0.94,15,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PCTP/MRPP,0.84,0.87,14,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,CH,0.78,0.81,13,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,L,0.78,0.81,13,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,A,0.48,0.5,8,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PNR,0.48,0.5,8,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PDR,0.36,0.37,6,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PTP,0.3,0.31,5,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,JPP,0.12,0.12,2,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,MPT,0.06,0.06,1,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PPM,0.06,0.06,1,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,MAS,0.0,0.0,0,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,NC,0.0,0.0,0,Vila do Conde,Porto,Norte
Touguinha e Touguinhó,PURP,0.0,0.0,0,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PS,40.75,42.61,568,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PPD/PSD,30.56,31.96,426,Vila do Conde,Porto,Norte
Vilar e Mosteiró,B.E.,9.68,10.13,135,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PCP-PEV,3.73,3.9,52,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PAN,2.58,2.7,36,Vila do Conde,Porto,Norte
Vilar e Mosteiró,CDS-PP,2.51,2.63,35,Vila do Conde,Porto,Norte
Vilar e Mosteiró,CH,0.93,0.98,13,Vila do Conde,Porto,Norte
Vilar e Mosteiró,IL,0.93,0.98,13,Vila do Conde,Porto,Norte
Vilar e Mosteiró,R.I.R.,0.86,0.9,12,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PCTP/MRPP,0.72,0.75,10,Vila do Conde,Porto,Norte
Vilar e Mosteiró,A,0.57,0.6,8,Vila do Conde,Porto,Norte
Vilar e Mosteiró,L,0.5,0.53,7,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PDR,0.43,0.45,6,Vila do Conde,Porto,Norte
Vilar e Mosteiró,JPP,0.22,0.23,3,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PNR,0.22,0.23,3,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PURP,0.22,0.23,3,Vila do Conde,Porto,Norte
Vilar e Mosteiró,MPT,0.14,0.15,2,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PTP,0.07,0.08,1,Vila do Conde,Porto,Norte
Vilar e Mosteiró,MAS,0.0,0.0,0,Vila do Conde,Porto,Norte
Vilar e Mosteiró,NC,0.0,0.0,0,Vila do Conde,Porto,Norte
Vilar e Mosteiró,PPM,0.0,0.0,0,Vila do Conde,Porto,Norte
Arcozelo,PPD/PSD,35.38,36.88,2886,Barcelos,Braga,Norte
Arcozelo,PS,31.25,32.58,2549,Barcelos,Braga,Norte
Arcozelo,B.E.,10.04,10.47,819,Barcelos,Braga,Norte
Arcozelo,PAN,4.27,4.45,348,Barcelos,Braga,Norte
Arcozelo,CDS-PP,4.19,4.37,342,Barcelos,Braga,Norte
Arcozelo,PCP-PEV,3.97,4.14,324,Barcelos,Braga,Norte
Arcozelo,IL,2.7,2.81,220,Barcelos,Braga,Norte
Arcozelo,L,1.14,1.19,93,Barcelos,Braga,Norte
Arcozelo,CH,0.54,0.56,44,Barcelos,Braga,Norte
Arcozelo,PCTP/MRPP,0.53,0.55,43,Barcelos,Braga,Norte
Arcozelo,A,0.48,0.5,39,Barcelos,Braga,Norte
Arcozelo,R.I.R.,0.44,0.46,36,Barcelos,Braga,Norte
Arcozelo,MPT,0.23,0.24,19,Barcelos,Braga,Norte
Arcozelo,PURP,0.21,0.22,17,Barcelos,Braga,Norte
Arcozelo,NC,0.13,0.14,11,Barcelos,Braga,Norte
Arcozelo,PTP,0.12,0.13,10,Barcelos,Braga,Norte
